"VARIABLE TYPE","VARIABLE ABBREV","VARIABLE LABEL","VARIABLE NAME","VARIABLE DATA TYPE","VARIABLE ONTOLOGY ID","PROPERTY","PROPERTY ONTOLOGY ID","METHOD","FORMULA","METHOD ONTOLOGY ID","UNIT","SCALE ONTOLOGY ID","SCALE VALUE LIST","B4R VARIABLE ID","B4R RECORD COUNT"
"metadata","ENTRY_TYPE","Entry Type","Entry type","character varying","","Entry type","","Specify if the entry is currently being as check, grid or border ","","","","","entry: Entry; check: Check; grid: Grid; border: Border; filler: Filler","764","809981"
"metadata","HVDATE_CONT","HVDATE","harvest date","date","","harvest date","CO_715:0000008","Record the harvest date (YYYY-MM-DD)","","","","","","141","655057"
"metadata","MAP_Y","MAP Y","map y","integer","","map y","","","","","","","","1726","579027"
"metadata","MAP_X","MAP X","map x","integer","","MAP_X","","","","","","","","1725","579027"
"metadata","HV_METH_DISC","HARV METH","Harvest Method","character varying","","HARVEST","","Specify the method used in harvesting whether bulk or plant selection","","","","","plant-specific: Plant specific harvest method; Bulk: Bulk harvest method; Single Plant Selection and Bulk: Single Plant Selection and Bulk  harvest method; Single Plant Selection: Single Plant Selection; Bulk fixedline: Bulk harvest; Panicle Selection: Harvested specific panicle from a plant with in a specific  plot. ; Single plant seed increase: Single plant seed increase; Plant-Specific and Bulk: Harvested specific plants but the remaining plants were harvested into bulk","561","469455"
"metadata","BLOCK_NO_CONT","BLOCK NO","BLOCK NO","integer","","Plot design","CO_715:0000150","Block number ","","","","","","750","366966"
"metadata","FIELD_LABEL_BARCODE_2D","FIELD_LABEL_BARCODE_2D","Field Label Barcode 2D","character varying","","Field Label Barcode","","This is the barcode data for field labels used to identify plots. Barcodes are the 2D or matrix barcode type.","","","","","","748","332688"
"metadata","PRODUCT_TYPE","Product Type","PRODUCT TYPE","character varying","","product type","","Specify the type of product in the product catalog(fixed_line or progeny)","","","","","progeny: Progeny; fixed_line: Fixed line; accession: Accession; hybrid: Hybrid","572","224445"
"metadata","TRAYNO","Tray No.","Tray number","character varying","","Tray Number","","Record each tray number for proper labeling.","","","","","","1558","189386"
"metadata","SOURCE","SOURCE","seed source","character varying","","SEED SOURCE INFORMATION","","Can be the Entry code of the entry assigned in previous study ","","","","","","249","183842"
"metadata","REMARKS","REMARKS","remarks","text","","remarks","CO_715:0000018","Remarks","","","","","","487","164324"
"metadata","HV_AREA_SQM","HV AREA SQM","Harvest Area in sqm","float","","HARVEST","","Harvest Area in sqm","HV_AREA_SQM = HVHILL_CONT * 0.04","","sqm","","","562","149006"
"metadata","SERPENTINE_ROW_NO","SERPENT ROW","Serpentine row squence number","integer","","Serpentine row number","","","","","","","","1990","125439"
"metadata","CURRENT_GENERATION","CURRENT_GENERATION","current generation","character varying","","Generation Number","","specify current filial generation of the entry","","","","","","512","118746"
"metadata","SERPENTINE_COL_NO","SERPENT COL","Serpentine Column number","integer","","Serpentine column number","","","","","","","","1989","118158"
"metadata","ADJHVAREA_CONT1","ADJ_HARVEST_AREA_1","adjusted harvest area 1","float","","adjusted harvest area","","Computed as ADJHVArea1 = (rows per plot * harvested hill) / total hills","ADJHVAREA_CONT1 = ROWS_PER_PLOT_CONT * HVHILL_CONT / TOTAL_HILL_CONT::float","","sqm","","","412","108945"
"metadata","SEEDING_DATE_CONT","SEEDING DATE","seeding date","date","","seeding date","CO_715:0000014","Date of seeding","","","","","","250","81417"
"metadata","HARVEST_STATUS","Harvest status","Harvest Status","character varying","","HARVEST","","Indicates whether the seedlot (harvested plots) will be kept  or discard","","","","","Keep: Keep; Discard: Discard","1414","23296"
"metadata","DENSITY_CONT","Density","Density","float","","Density","","","","","","","","1241","16711"
"metadata","MODULENO","MODULENO","Module Number","integer","","Variety Group","CO_320:0000151","Used  grouping entries from early to late flowering.

whereas;
flowering time of entries ( Module1 - 90 days and below; Module2 - above 90 days","","","","","1: Early flowering ; 2: Late flowering","620","16325"
"metadata","THRESHING_TIME_CONT","THRESHING_TIME","Threshing Time","time","","Threshing date","","","","","","","","1240","15685"
"metadata","SEED_PREPARATION_STATUS","SEED_PREPARATION_STATUS","seed preparation status","character varying","","seed preparation status","","","","","","","","469","13052"
"metadata","HAS_PRODUCTION_PLAN","HAS_PRODUCTION_PLAN","has production plan","boolean","","has production plan","","","","","","","","448","13048"
"metadata","PRODUCTION_PLAN_NAME","PRODUCTION PLAN NAME","production_plan_name","character varying","","production_plan_name","","","","","","","","326","13048"
"metadata","PLANNED_NO_OF_DAYS_HARVEST","PLANNED_NO_OF_DAYS_HARVEST","planned no of days harvest","integer","","Days to harvest","","Planned - number of days to harvest","","","","","","368","12964"
"metadata","PLANNED_NO_OF_DAYS_BASAL","PLANNED_NO_OF_DAYS_BASAL","plsnned no of days basal","integer","","plsnned no of days basal","","","","","","","","365","12963"
"metadata","PLANNED_BSD_END_DATE","PLANNED_BSD_END_DATE","planned bsd end date","date","","planned bsd end date","","","","","","","","328","12963"
"metadata","PLANNED_T1_DATE","PLANNED_T1_DATE","planned t1 date","date","","Fertilizer application date","CO_715:0000011","Greenhouse - For 1st topdress application, Specify the PLANNED fertilizer application date.","","","","","","345","12963"
"metadata","PLANNED_SEEDING_VOLUME","PLANNED_SEEDING_VOLUME","planned seeding volume","float","","planned seeding volume","","","","","","","","342","12963"
"metadata","PLANNED_NO_OF_DAYS_T1","PLANNED_NO_OF_DAYS_T1","planned no of days t1","integer","","planned no of days t1","","","","","","","","366","12963"
"metadata","PLANNED_HARVEST_DATE","PLANNED_HARVEST_DATE","planned harvest date","date","","harvest date","CO_715:0000008","Planned - Harvest Date","","","","","","354","12963"
"metadata","PLANNED_NO_OF_DAYS_BREAKING","PLANNED_NO_OF_DAYS_BREAKING","planned no of days breaking","integer","","planned no of days breaking","","","","","","","","364","12963"
"metadata","PLANNED_SEEDING_DATE","PLANNED_SEEDING_DATE","planned seeding date","date","","seeding date","CO_715:0000014","Date of seeding in the format YYYY-MM-DD","","","","","","341","12963"
"metadata","PLANNED_T2_DATE","PLANNED_T2_DATE","planned t2 date","date","","Fertilizer application date","CO_715:0000011","Greenhouse - For 2nd topdress application, Specify the PLANNED fertilizer application date.","","","","","","350","12963"
"metadata","PLANNED_NO_OF_DAYS_T2","PLANNED_NO_OF_DAYS_T2","planned no of days t2","integer","","planned no of days t2","","","","","","","","367","12963"
"metadata","PLANNED_BASAL_DATE","PLANNED_BASAL_DATE","planned basal date","date","","Fertilizer application date","CO_715:0000011","Planned fertilizer application date for basal","","","","","","336","12963"
"metadata","PLANNED_BSD_START_DATE","PLANNED_BSD_START_DATE","planned bsd start date","date","","planned bsd start date","","","","","","","","327","12963"
"metadata","PLANNED_CONTAINER_TYPE","PLANNED_CONTAINER_TYPE","planned container type","character varying","","container type","CO_715:0000055","planned container type","","","","","","332","12958"
"metadata","PLANNED_BASAL_FERTILIZER_TYPE","PLANNED_BASAL_FERTILIZER_TYPE","planned basal fertilizer type","character varying","","FERTILIZER_BRAND","","Planned fertilizer application brand for basal","","","","","","337","12958"
"metadata","PLANNED_T1_FERTILIZER_TYPE","PLANNED_T1_FERTILIZER_TYPE","planned t1 fertilizer type","character varying","","FERTILIZER_BRAND","","Planned fertilizer brand to be used in 1st application","","","","","","346","12958"
"metadata","PLANNED_TEMPERATURE","PLANNED_TEMPERATURE","planned temperature","float","","planned temperature","","","","","","","","329","12937"
"metadata","PLANNED_T1_AMOUNT","PLANNED_T1_AMOUNT","planned t1 amount","float","","fertilizer used amout","","Greenhouse - For 1st topdress application. Specify the PLANNED amount of fertilizer to be used.","","","","","","347","12937"
"metadata","PLANNED_BASAL_AMOUNT","PLANNED_BASAL_AMOUNT","planned basal amount","float","","fertilizer used amout","","Greenhouse - For basal application. Specify the PLANNED amount of fertilizer to be used.","","","","","","338","12937"
"metadata","PLANNED_T2_AMOUNT","PLANNED_T2_AMOUNT","planned t2 amount","float","","fertilizer used amout","","Greenhouse - For 2nd topdress application. Specify the PLANNED amount of fertilizer to be used.","","","","","","351","12937"
"metadata","LAST_TASK_DONE","LAST_TASK_DONE","last task done","character varying","","last task done","","","","","","","","449","12845"
"metadata","BREAK_SEED_DORMANCY_DONE","BREAK_SEED_DORMANCY_DONE","break seed dormancy done","character varying","","break seed dormancy done","","","","","","","","450","12739"
"metadata","CONTAINER_LOCATION","CONTAINER_LOCATION","container location","character varying","","CONTAINER_LOCATION","","","","","","","","515","12739"
"metadata","BSD_START_DATE","BSD START DATE","bsd start date","date","","actual bsd start date","","","","","","","","369","12738"
"metadata","CONTAINER_TYPE","CONTAINER_TYPE","container type","character varying","","container type","CO_715:0000055","","","","","","Container Type 3: Container Type 3; Container Type 4: Container Type 4; Minuro: Minuro; Pail: Pail","509","12738"
"metadata","BSD_END_DATE","BSD END DATE","bsd end date","date","","actual bsd end date","","","","","","","","370","12738"
"metadata","SEEDING_DONE","SEEDING_DONE","seeding done","character varying","","seeding done","","","","","","","","451","12705"
"metadata","T1_TASK_DONE","T1_TASK_DONE","t1 task done","character varying","","t1 task done","","","","","","","","453","12471"
"metadata","T2_TASK_DONE","T2_TASK_DONE","t2 task done","character varying","","t2 task done","","","","","","","","455","12471"
"metadata","RESEARCHER","RESEARCHER","NAME OF RESEARCHER","character varying","","RESEARCHER","","NAME OF RESEARCHER","","","","","","559","12394"
"metadata","BASAL_TASK_DONE","BASAL_TASK_DONE","basal task done","character varying","","basal task done","","","","","","","","454","12350"
"metadata","GENERATION","GENERATION","generation","character varying","","product","","Identified","","","","","F1: F1; F2: F2; F3: F3; F4: F4; F5: F5; F6: F6; F7: F7; F8: F8; F9: F9; F10: F10; F11: F11; F12: F12; BC2F1: BC2F1; BC2F2: BC2F2; BC2F3: BC2F3; BC3F2: BC3F2; BC1F8: BC1F8; BC4F6: BC4F6","723","11261"
"metadata","COUNT_SEEDLINGS_DONE","COUNT_SEEDLINGS_DONE","count seedlings done","character varying","","COUNT_SEEDLINGS","","indicates that the count seedlings task has already been done","","","","","","703","11117"
"metadata","SOURCE_SEASON","SOURCE SEASON","source season","character varying","","season","CO_715:0000165","Seed source's planting season","","","","","DS: Dry Season; WS: Wet Season; CS: Custom Season","661","10962"
"metadata","TARGET_NO_OF_PLANTS","TARGET NO OF PLANTS","Target number of plants","integer","","target no of plants","","","","","","","","465","10152"
"metadata","IS_PROGENY_SELECTED","IS_PROGENY_SELECTED","is progeny selected","boolean","","is progeny selected","","","","","","","","472","8939"
"metadata","SOW_ORDER","SOWORDER","SOWING ORDER","integer","","SOWING_ORDER","","","","","","","","1875","8886"
"metadata","HARVEST_DONE","HARVEST_DONE","harvest done","character varying","","harvest done","","","","","","","","452","8857"
"metadata","DRYING_DONE","DRYING_DONE","drying done","character varying","","drying done","","","","","","","","457","8785"
"metadata","DRYING_DATE","DRYING DATE","drying date","date","","actual drying date","","","","","","","","473","8783"
"metadata","SBEDNO","Seedbed Number","Seedbed Number","integer","","Seedbed Number","","Record the seedbed number.","","","","","","1561","8642"
"metadata","SEND_SEEDS_PERSON_IN_CHARGE","SEND_SEEDS_PERSON_IN_CHARGE","send seeds person in charge","character varying","","send seeds person in charge","","","","","","","","468","8597"
"metadata","SEND_SEEDS_REMARK","SEND_SEEDS_REMARK","send seeds remark","character varying","","remarks","CO_715:0000018","Remarks on sending seeds","","","","","","467","8597"
"metadata","SEND_SEEDS_DATE","SEND_SEEDS_DATE","send seeds date","date","","send seeds date","","","","","","","","466","8597"
"metadata","SEND_SEEDS_DONE","SEND_SEEDS_DONE","send seeds done","character varying","","send seeds done","","","","","","","","458","8597"
"metadata","CREATION_TIMESTAMP_MULTIPLE","CREATION TIMESTAMP","creation timestamp multiple","json","","entity","","Multiple recording of CREATION_TIMESTAMP","","","","","","1242","8544"
"metadata","CREATOR_MULTIPLE","CREATOR","creator multiple","json","","entity","","Multiple recording of CREATOR","","","","","","1243","8544"
"metadata","TASK_ACTOR_MULTIPLE","ACTOR","task actor multiple","json","","actor","","Multiple recording for TASK_ACTOR","","","","","","1280","8517"
"metadata","TASK_REMARKS_MULTIPLE","REMARKS","task remarks multiple","json","","remarks","CO_715:0000018","Multiple recording for TASK_ACTOR","","","","","","1281","8436"
"metadata","HILLS_PER_ROW_CONT","HILLS PER ROW","hills per row","integer","","hills per row","","specify the number of hills per row","","","","","","380","7703"
"metadata","SOURCE_ENTRY","SOURCE ENTRY","SOURCE ENTRY CODE","character varying","","entry code","CO_715:0000029","Seed source's entry code","","","","","","595","7035"
"metadata","HARVEST_DATE","HARVEST_DATE","harvest date","date","","harvest date","","method for harvest date","","","","","","989","5996"
"metadata","TRANS_DATE_CONT","TRANSPLANTING DATE","transplanting date","date","","transplanting date","CO_715:0000013","specify the date of transpanting (YYYY-MM-DD)","","","","","","294","5813"
"metadata","NO_OF_HARVESTED_PLOTS","NO_OF_HARV_PLOTS","Total number of harvested study plots","integer","","Number of harvested plots","","computed from plot level to study level using formula","NO_OF_HARVESTED_PLOTS=count(HVDATE_CONT)","","","","","1611","5769"
"metadata","PARENT_TYPE","PARENT TYPE","parent type","character varying","","parent type","","","","","","","female: entry can be used as female parent; male: entry can be used as male parent; female-and-male: entry can be used as female and male parent","1904","5615"
"metadata","PLOT_LN","PLOT LN","PLOT LENGTH","float","","PLOT LENGTH","","Plot length measured in meters.","PLOT_LN = (DIST_BET_HILLS/100) * HILLS_PER_ROW_CONT","","meters","","","1152","5239"
"metadata","ADJHVAREA_CONT3","ADJ_HARVEST_AREA_DSR","DSR Adjusted Harvest Area ","float","","adjusted harvest area","","Adjusted Harvest Area for Direct Seeded is the product of Rows per plot, distance between rows, and plot length in meters.","ADJHVAREA_CONT3=ROWS_PER_PLOT_CONT * 0.2 * PLOT_LN_DSR::float::float::float","","sqm","","","1480","4623"
"metadata","ENTRY_COUNT_CONT","ENTRY COUNT","entry count","integer","","Number of entries","CO_715:0000148","Total number of entries in a study","ENTRY_COUNT_CONT = COUNT(ENTRY)","","","","","102","4301"
"metadata","STUDY_TYPE","STUDY TYPE","Study Type","character varying","","Study Type","","Type of study (HB, Nursery or Trial)","","","","","Crossing: Crossing; Nursery: Nursery ; Trial: Trial; Abiotic stress screening: Abiotic stress screening; Biotic stress screening: Biotic stress screening; Glasshouse: Glasshouse; Purification: Purification; Seed increase: Seed increase; Technical: Technical; Plant-sample: Plant-sample; Sterility screening:  Sterility Screening for TGMS lines Development; Double Haploid: Development of DH Plants (Selected from F2 A07 Cross Progenies)","578","4253"
"metadata","DESIGN","DESIGN","experimental design","character varying","","experimental design","CO_715:0000003","Specify the  experimental design used in the study","","","","","Complete Randomized Design: Complete Randomized Design; RCBD: Randomized Complete Block Design; Latin Square Desig: Latin Square Design; Split Plot Design in CRD: Split Plot Design in CRD; Split Plot Design in RCBD: Split Plot Design in RCBD; Split Plot Design in Latin Square Design: Split Plot Design in Latin Square Design; Strip Plot Desig: Strip Plot Desig; Split-Split Plot Design in CRD: Split-Split Plot Design in CRD; Split-Split Plot Design in RCBD: Split-Split Plot Design in RCBD; Split-Split Plot Design in Latin Square Design: Split-Split Plot Design in Latin Square Design; Strip-Split Plot Design: Strip-Split Plot Design; Split-Split-Split Plot Design in CRD: Split-Split-Split Plot Design in CRD; Split-Split-Split Plot Design in RCBD: Split-Split-Split Plot Design in RCBD; Split-Split-Split Plot Design in Latin Square Design: Split-Split-Split Plot Design in Latin Square Design; Strip-Split-Split Plot Design: Strip-Split-Split Plot Design; Balanced Incomplete Design: Balanced Incomplete Design; Repeated checks: Repeated checks; Random: Random; Pedigree order: Pedigree order; Row-Column: Row column Design; Alpha-lattice: Alpha-lattice Design; Augmented RCBD: Augmented RCBD; Augmented LSD: Augmented Latin Square Design; Systematic arrangement: Systematic arrangement; P-REP: Partially replicated; PBIB: Partially Balanced Incomplete Block","104","4245"
"metadata","REP_COUNT","REP COUNT","replication count","integer","","Replication number","CO_715:0000246","","REP_COUNT = COUNT(REP)","","","","","488","4215"
"metadata","PLANNED_NO_OF_CONTAINERS","PLANNED_NO_OF_CONTAINERS","planned no. of containers","integer","","container count","","planned no. of containers to be used in an experiment","","","","","","333","3933"
"metadata","ESTABLISHMENT","ESTABLISHMENT","CROP ESTABLISHMENT","character varying","","crop establishment method","","Specify how the crop was establish in the field.","","","","","direct seeded: direct seeded; transplanted: transplanted; not applicable: not applicable","560","3874"
"metadata","PLOT_COUNT","PLOT COUNT","plot count","integer","","plot count","","method for plot count","","","","","","1123","3840"
"metadata","FLD_LOC_MULTIPLE","FLD LOC","field location multiple","json","","field location","","Multiple recording for FLD_LOC","","","","","","1245","3435"
"metadata","SEED_PREPARATION_RECEIVED_PERSON","SEED PREPARATION RECEIVED PERSON","seed preparation received person","character varying","","seed preparation received person","","","","","","","","529","3408"
"metadata","SEED_PREPARATION_RECEIVED_DATE","SEED_PREPARATION_RECEIVED_DATE","seed preparation received date","character varying","","SEED_PREPARATION_RECEIVED_DATE","","","","","","","","525","3408"
"metadata","SEED_USED_COUNT","SEED USED","NUMBER OF SEED USED","integer","","SEED SOURCE INFORMATION","","Count the number of seeds used","","","COUNT","","","693","3369"
"metadata","AUTHOR","AUTHOR","author","character varying","","author","","Specified","","","","","","1235","3312"
"metadata","FLD_LOC","Field location","field location","json","","field location","","Indicate the field or plot location name","","","","","","109","3159"
"metadata","CONTCT_PERSON_CONT","CONTACT PERSON","CONTACT PERSON","character varying","","RESEARCHER","","Name of researcher in-charge of the experiment","","","","","","592","2978"
"metadata","ECOSYS","ECOSYS","ECOSYSTEM","character varying","","ECOSYSTEM","CO_715:0000129","NAME OF ECOSYSTEM","","","","","Upland: Level to steeply sloping fields;
rarely flooded, aerobic soil;
rice direct seeded on plowed dry soil or dibbled in wet, non-puddled soil; Rainfed lowland: Level to slightly sloping, bunded fields;
non-continuous flooding of variable depth and
duration; 
submergence not exceeding 50 cm for more
than 10 consecutive days; 
rice transplanted in puddle soil or direct seeded on puddle or plowed dry soil; 
alternating aerobic to anaerobic soil of variable requency and duration; Irrigated: Leveled, bunded fields with water control;
rice transplanted or direct seeded in puddle soil;
shallow flooded with anaerobic soil during crop growth; Flood-prone: Level to slightly sloping or depressed fields; 
more than 10 consecutive days of medium
to very deep fl ooding (50 to more than 300 cm) during crop growth; 
rice transplanted in puddle soil or direct seeded
on plowed dry soil; 
aerobic or anaerobic soil; 
soil salinity or toxicity in tidal areas","558","2952"
"metadata","COL","COLUMN","Total column in layout","integer","","Total number of column","","Total number of column used in in a field or greenhouse experiment ","","","","","","67","2921"
"metadata","ROW","ROW","Number of rows","integer","","Number of rows","","Total number of rows used in an experiment","","","","","","241","2910"
"metadata","DIST_BET_HILLS","DIST BET HILLS","distance between hills","float","","Hill spacing","CO_715:0000160","Distance of planting between hills within rows. Expressed in cm.","","","cm","","","381","2882"
"metadata","ROWS_PER_PLOT_CONT","ROWS PER PLOT","number of rows per plot","integer","","number of rows per plot","CO_715:0000161","Count the number of rows per plot","","","","","","188","2828"
"metadata","DIST_BET_ROWS","DIST BET ROWS","distance between rows","float","","Row-to-row spacing","CO_715:0000159","Measure the space between rows. expressed in cm.","","","cm","","","83","2827"
"metadata","TASK_ACTOR","ACTOR","task actor","character varying","","actor","","Identify the actor of an action","","","","","","707","2517"
"metadata","FERT_DATE_CONT_MULTIPLE","FERT DATE","fertilizer date multiple","json","","Fertilizer application date","CO_715:0000011","Multiple recording for FERT_DATE_CONT","","","","","","1259","2195"
"metadata","FERT_TYPE_DISC_MULTIPLE","FERT TYPE","fertilizer type multiple","json","","Fertilizer type","","Multiple recording for FERT_TYPE_DISC","","","","","NITROGEN: NITROGEN; PHOSPHORUS: PHOSPHORUS; POTASSIUM: POTASSIUM; NPK: NITROGEN, PHOSPHORUS, POTASSIUM; NPKS: NITROGEN, PHOSPHORUS, POTASSIUM, SULFUR; PK: PHOSPHORUS, POTASSIUM; Zn: Zinc","1254","2195"
"metadata","ROWBLK_CONT","ROWBLK","Row block","integer","","Row block","","Horizontal blocking position of the plot in the field layout.","","","","","","1149","2128"
"metadata","COLBLK_CONT","COLBLK","Column block","integer","","Column block","","vertical blocking position of the plot in the field layout","","","","","","1150","2128"
"metadata","FERT_RATIO_MULTIPLE","FERT RATE","fertilizer rate multiple","json","","Fertilizer ratio","","Multiple recording for FERT_RATIO","","","","","","1258","2108"
"metadata","FERT_BRAND_MULTIPLE","FERT BRAND","fertilizer brand multiple","json","","FERTILIZER_BRAND","","Multiple recording for FERT_BRAND","","","","","","1256","2100"
"metadata","FERT_AMT_KGHA_CONT_MULTIPLE","FERT AMT KGHA","fertilizer amount kg/ha multiple","json","","fertilizer used amout","","Multiple recording for FERT_AMT_KGHA_CONT","","","kg/ha","","","1260","2088"
"metadata","PLOT_AREA_SQM_CONT","PLOT AREA SQM","plot size","float","","Plot size harvested","CO_715:0000153","plot size in sqm","PLOT_AREA_SQM_CONT = ROWS_PER_PLOT_CONT * HILLS_PER_ROW_CONT * (DIST_BET_HILLS * DIST_BET_ROWS)/10000","","sqm","","","382","1984"
"metadata","PLOT_FILE","PLOT FILE","plot_file","character varying","","plot_file","","","","","","","","325","1901"
"metadata","STUDY_FILE","STUDY FILE","study_file","character varying","","study_file","","","","","","","","323","1880"
"metadata","ENTRY_FILE","ENTRY FILE","entry_file","character varying","","entry_file","","","","","","","","324","1880"
"metadata","ADJHVAREA_CONT2","ADJ_HARVEST_AREA_2","adjusted harvest area 2","float","","adjusted harvest area","","Computed as ADJHArea2 = (rows per plot * distance between rows * plot length)","ADJHVAREA_CONT2 = ROWS_PER_PLOT_CONT * DIST_BET_ROWS/100 * PLOT_LN_DSR","","sqm","","","1142","1878"
"metadata","VOLUME_OPTIONS","Volume Options","Volume Options","character varying","","Volume Options","","","","","","","per entry: volume per entry; per replication: per replication","1678","1750"
"metadata","ROWS_PER_PLOT_CONT_MULTIPLE","ROWS PER PLOT","number of rows per plot multiple","json","","number of rows per plot","CO_715:0000161","Multiple recording for ROWS_PER_PLOT_CONT","","","","","","1265","1692"
"metadata","DATE_CROSSED","CROSSING DATE","Crossing Date","date","","DATE_CROSSED","","Specify crossing date (YYYY-MM-DD)","","","","","","638","1682"
"metadata","DIST_BET_HILLS_MULTIPLE","DIST BET HILLS","distance between hills multiple","json","","Hill spacing","CO_715:0000160","Multiple recording for DIST_BET_HILLS","","","cm","","","1251","1670"
"metadata","VOLUME","VOLUME","volume","float","","System Property","","system method","","","","","","842","1608"
"metadata","UNIT","UNIT","unit","character varying","","unit","","method for unit","","","","","g: grams; kg: kilograms; seeds: number of seeds; pan: number of panicles","1129","1606"
"metadata","DIST_BET_ROWS_MULTIPLE","DIST BET ROWS","distance between rows multiple","json","","Row-to-row spacing","CO_715:0000159","Multiple recording for DIST_BET_ROWS","","","cm","","","1249","1553"
"metadata","HILLS_PER_ROW_CONT_MULTIPLE","HILLS PER ROW","hills per row multiple","json","","hills per row","","Multiple recording for HILLS_PER_ROW_CONT","","","","","","1250","1551"
"metadata","FIX_LINES","FIXED LINES","fixed line","character varying","","fix line","","include fix line names if available","","","","","","398","1486"
"metadata","FERT_METH_DISC_MULTIPLE","FERT METH","fertilizer method multiple","json","","FERTILIZER_METHOD","","Multiple recording for FERT_METH_DISC","","","","","basal: basal; topdress: topdress","1257","1479"
"metadata","CHECK_TYPE","CHECK TYPE","CHECK TYPE","character varying","","TYPE OF CHECK ENTRY","","Indicates if entry is a check variety and what type (local or imported)","","","","","Local: Local check; Import: Imported check","599","1406"
"metadata","TASK_DATE_CONT_MULTIPLE","TASK DATE","task date","json","","TASK DATE","","","","","","","","1329","1342"
"metadata","SEEDING_DATE_CONT_MULTIPLE","SEEDING DATE","seeding date multiple","json","","seeding date","CO_715:0000014","Multiple recording of SEEDING_DATE_CONT","","","","","","1244","1333"
"metadata","LEAF_SAMPLING_DATE","Leaf Sampling Date","Leaf Sampling Date","date","","Leaf Sampling","","Leaf Sampling via","","","","","","1607","1181"
"metadata","TARGET_GENERATION","TARGET_GENERATION","target generation","character varying","","target generation","","specified","","","","","","461","1122"
"metadata","TRANS_DATE_CONT_MULTIPLE","TRANSPLANTING DATE","transplanting date multiple","json","","transplanting date","CO_715:0000013","Multiple recording of TRANS_DATE_CONT","","","","","","1247","1065"
"metadata","PROCESS_PATH","PROCESS PATH","process path","character varying","","process","","Chosen by user","","","","","","1325","889"
"metadata","RANDOMIZATION_APP","RANDOMIZATION APPLICATION","randomization application","character varying","","randomization application","","Specified","","","","","","1495","808"
"metadata","RANDOMIZATION_RUNTIME","RANDOMIZATION RUNTIME","randomization runtime","character varying","","randomization runtime","","Specified","","","","","","1496","787"
"metadata","PEST_DATE_CONT_MULTIPLE","PEST DATE","pesticide application date multiple","json","","Pesticide/Insecticide application date","","Multiple recording for PEST_DATE_CONT","","","","","","1267","743"
"metadata","PEST_TYPE_DISC_MULTIPLE","PEST TYPE","pesticide type multiple","json","","pesticide","","Multiple recording for PEST_TYPE_DISC","","","","","","1266","743"
"metadata","INSCTPEST_BRAND_MULTIPLE","Insecticide/Pesticide Brand","Insecticide/Pesticide Brand","json","","insect protection","","","","","","","","1339","735"
"metadata","PULLING_DATE_MULTIPLE","PULLING DATE","pulling date multiple","json","","pulling","","Multiple recording for PULLING_DATE","","","","","","1246","695"
"metadata","STUDY_REMARKS","STUDY REMARKS","STUDY REMARKS","text","","remarks","CO_715:0000018","General remarks for the whole study","","","","","","571","603"
"metadata","SEED_PREPARATION_RECEIVED_REMARKS","SEED_PREPARATION_RECEIVED_REMARKS","seed preparation received remarks","text","","remarks","CO_715:0000018","Seed Preparation Received Remarks","","","","","","528","577"
"metadata","SOURCE_HARV_YEAR","SOURCE HARVEST YEAR","Seed source harvest year","integer","","SEED SOURCE INFORMATION","","Seed source's harvest year","","","","","","597","551"
"metadata","PESTICIDE_TASK_DONE","PESTICIDE_TASK_DONE","pesticide task done","character varying","","PESTICIDE_TASK_DONE","","status - pesticide task done","","","","","","456","545"
"metadata","TARGET_NO_OF_GENERATION","TARGET NO OF GENERATION","Target number of generation","integer","","target generation","","","","","","","","496","499"
"metadata","STUDY_TITLE","STUDY TITLE","study title","text","","study title","","Title description of a study or experiment","","","","","","322","422"
"metadata","CROSS_METHOD","CROSS METHOD","CROSS_METHOD","character varying","","breeding method","","Specify the crossing method","","","","","SINGLE CROSS: 101; THREE-WAY CROSS: 102; DOUBLE CROSS: 103; FEMALE COMPLEX TOP CROSS: 104; BACKCROSS: 107; COMPLEX CROSS: 106; INDUCED MUTATION POPULATION: 152","637","412"
"metadata","WEED_CONTRL_MULTIPLE","WEED CONTRL","weed control multiple","json","","Weed control","","Multiple recording for WEED_CONTRL","","","","","handweeding: handweeding ; herbicide: herbicide; handweeding and herbicide: handweeding and herbicide","1282","387"
"metadata","HERBICIDE_BRAND_MULTIPLE","HERBICIDE BRAND","herbicide brand multiple","json","","Herbicide brand","","Multiple recording for HERBICIDE_BRAND","","","","","","1270","380"
"metadata","WEED_CONTROL_DATE_CONT_MULTIPLE","WEED CONTROL DATE","weed control date multiple","json","","Weed control","","Multiple recording for WEED_CONTROL_DATE_CONT","","","","","","1269","380"
"metadata","SOURCE_STUDY_NAME","SOURCE STUDY NAME","SOURCE STUDY NAME","character varying","","source study name","","","","","","","","1290","374"
"metadata","FIELD_AREA_TOTAL","FIELD AREA TOTAL","field area total","float","","field area total","","","","","","","","391","366"
"metadata","OCS_REQ_NUM_MULTIPLE","OCS Requestion number","OCS Requestion number","json","","OCS Request number","","not specified","","","","","","1338","311"
"metadata","SEED_PREPARATION_SENT_DATE","SEED_PREPARATION_SENT_DATE","seed preparation sent date","character varying","","SEED_PREPARATION_SENT_DATE","","","","","","","","524","306"
